NV Item Name;NV ID
NV_AIR_TIMER_I;53
NV_ROAM_TIMER_I;54
NV_EAR_LVL_I;62
NV_RINGER_LVL_I;64
NV_BEEP_LVL_I;65
NV_SVC_AREA_ALERT_I;69
NV_BANNER_I;71
NV_LCD_I;72
NV_AUTO_ANSWER_I;74
NV_AUTO_HYPHEN_I;76
NV_BACK_LIGHT_I;77
NV_VBATT_I;90
NV_THERM_I;141
NV_ONETOUCH_DIAL_I;145
NV_RF_CONFIG_I;148
NV_ALERTS_LVL_I;161
NV_VOICE_PRIV_I;179
NV_LIFE_TIMER_G_I;191
NV_CALL_TIMER_G_I;192
NV_VIBRATOR_I;232
NV_PRL_ENABLED_I;256
NV_SRDA_ENABLED_I;291
NV_AUTO_VOLUME_ENABLED_I;301
NV_TTY_I;409
NV_BD_ADDR_I;447
NV_FTM_MODE_I;453
NV_WCDMA_RX_LIN_VS_TEMP_I;516
NV_WCDMA_RX_SLP_VS_TEMP_I;517
NV_WCDMA_LNA_RANGE_POL_I;518
NV_WCDMA_LNA_RANGE_RISE_I;519
NV_WCDMA_LNA_RANGE_FALL_I;520
NV_WCDMA_IM_LEVEL_I;521
NV_WCDMA_NONBYPASS_TIMER_I;522
NV_WCDMA_BYPASS_TIMER_I;523
NV_WCDMA_LNA_RANGE_OFFSET_I;524
NV_WCDMA_LNA_OFFSET_VS_FREQ_I;525
NV_WCDMA_TX_LIN_MASTER_0_I;529
NV_WCDMA_TX_LIN_MASTER_1_I;530
NV_WCDMA_TX_COMP_VS_FREQ_0_I;531
NV_WCDMA_TX_COMP_VS_FREQ_1_I;532
NV_WCDMA_TX_LIN_VS_TEMP_0_I;533
NV_WCDMA_TX_LIN_VS_TEMP_1_I;534
NV_WCDMA_TX_SLP_VS_TEMP_0_I;535
NV_WCDMA_TX_SLP_VS_TEMP_1_I;536
NV_WCDMA_R1_RISE_I;537
NV_WCDMA_R1_FALL_I;538
NV_WCDMA_TX_LIM_VS_TEMP_I;539
NV_WCDMA_TX_LIM_VS_FREQ_I;540
NV_WCDMA_EXP_HDET_VS_AGC_I;542
NV_WCDMA_HDET_OFF_I;543
NV_WCDMA_HDET_SPN_I;544
NV_WCDMA_ENC_BTF_I;545
NV_UE_IMEI_I;550
NV_SYS_SW_VER_I;568
NV_RF_CAL_VER_I;569
NV_RF_CONFIG_VER_I;570
NV_RF_CAL_DATE_I;571
NV_RF_NV_LOADED_DATE_I;572
NV_RF_CAL_DAT_FILE_I;573
NV_GSM_CAL_ARFCN_I;724
NV_DCS_CAL_ARFCN_I;725
NV_GSM_RX_GAIN_RANGE_1_FREQ_COMP_I;726
NV_GSM_RX_GAIN_RANGE_2_FREQ_COMP_I;727
NV_GSM_RX_GAIN_RANGE_3_FREQ_COMP_I;728
NV_GSM_RX_GAIN_RANGE_4_FREQ_COMP_I;729
NV_DCS_RX_GAIN_RANGE_1_FREQ_COMP_I;730
NV_DCS_RX_GAIN_RANGE_2_FREQ_COMP_I;731
NV_DCS_RX_GAIN_RANGE_3_FREQ_COMP_I;732
NV_DCS_RX_GAIN_RANGE_4_FREQ_COMP_I;733
NV_GSM_TRK_LO_ADJ_PDM_INIT_VAL_I;734
NV_GSM_TRK_LO_ADJ_PDM_GAIN_SLOPE_I;735
NV_GSM_VBATT_HI_PA_COMP_I;806
NV_GSM_VBATT_LO_PA_COMP_I;807
NV_DCS_VBATT_HI_PA_COMP_I;808
NV_DCS_VBATT_LO_PA_COMP_I;809
NV_VBATT_3200_MV_ADC_I;810
NV_VBATT_3700_MV_ADC_I;811
NV_VBATT_4200_MV_ADC_I;812
NV_GSM_PRECHARGE_I;813
NV_DCS_PRECHARGE_I;814
NV_GSM_PRECHARGE_DUR_I;815
NV_DCS_PRECHARGE_DUR_I;816
NV_GSM_PA_START_TIME_OFFSET_I;819
NV_GSM_PA_STOP_TIME_OFFSET_I;820
NV_DCS_PA_START_TIME_OFFSET_I;821
NV_DCS_PA_STOP_TIME_OFFSET_I;822
NV_EQUIVALENT_PLMN_LIST_I;853
NV_WCDMA_VGA_GAIN_OFFSET_I;856
NV_WCDMA_VGA_GAIN_OFFSET_VS_FREQ_I;857
NV_WCDMA_VGA_GAIN_OFFSET_VS_TEMP_I;858
NV_WCDMA_LNA_RANGE_RISE_2_I;859
NV_WCDMA_LNA_RANGE_RISE_3_I;860
NV_WCDMA_LNA_RANGE_FALL_2_I;861
NV_WCDMA_LNA_RANGE_FALL_3_I;862
NV_WCDMA_IM_LEVEL_2_I;863
NV_WCDMA_IM_LEVEL_3_I;864
NV_WCDMA_LNA_RANGE_OFFSET_2_I;865
NV_WCDMA_LNA_RANGE_OFFSET_3_I;866
NV_WCDMA_LNA_OFFSET_VS_FREQ_2_I;867
NV_WCDMA_LNA_OFFSET_VS_FREQ_3_I;868
NV_WCDMA_IM2_I_VALUE_I;869
NV_WCDMA_IM2_Q_VALUE_I;870
NV_WCDMA_IM2_TRANSCONDUCTOR_VALUE_I;871
NV_WCDMA_VBATT_I;874
NV_WCDMA_THERM_I;875
NV_WCDMA_MAX_TX_POWER_I;876
NV_RRC_INTEGRITY_ENABLED_I;880
NV_RRC_CIPHERING_ENABLED_I;881
NV_RRC_FAKE_SECURITY_ENABLED_I;882
NV_SMS_GW_BEARER_PREF_I;909
NV_GSM_GAINRANGE_SWITCHPOINTS_I;916
NV_DCS_GAINRANGE_SWITCHPOINTS_I;917
NV_VCO_COARSE_TUNE_TABLE_I;931
NV_SSPR_P_REV_I;941
NV_GSM_1900_CAL_ARFCN_I;1057
NV_GSM_1900_RX_GAIN_RANGE_1_FREQ_COMP_I;1058
NV_GSM_1900_RX_GAIN_RANGE_2_FREQ_COMP_I;1059
NV_GSM_1900_RX_GAIN_RANGE_3_FREQ_COMP_I;1060
NV_GSM_1900_RX_GAIN_RANGE_4_FREQ_COMP_I;1061
NV_GSM_1900_TX_BURST_RAMP_UP_INDEX_00_I;1062
NV_GSM_1900_VBATT_HI_PA_COMP_I;1096
NV_GSM_1900_VBATT_LO_PA_COMP_I;1097
NV_GSM_1900_PA_START_TIME_OFFSET_I;1098
NV_GSM_1900_PA_STOP_TIME_OFFSET_I;1099
NV_GSM_1900_GAINRANGE_SWITCHPOINTS_I;1100
NV_GSM_850_CAL_ARFCN_I;1101
NV_GSM_850_RX_GAIN_RANGE_1_FREQ_COMP_I;1102
NV_GSM_850_RX_GAIN_RANGE_2_FREQ_COMP_I;1103
NV_GSM_850_RX_GAIN_RANGE_3_FREQ_COMP_I;1104
NV_GSM_850_RX_GAIN_RANGE_4_FREQ_COMP_I;1105
NV_GSM_850_TX_BURST_RAMP_UP_INDEX_00_I;1106
NV_GSM_850_VBATT_LO_PA_COMP_I;1139
NV_GSM_850_PA_START_TIME_OFFSET_I;1140
NV_GSM_850_PA_STOP_TIME_OFFSET_I;1141
NV_GSM_850_GAINRANGE_SWITCHPOINTS_I;1142
NV_WCDMA_1900_VGA_GAIN_OFFSET_I;1143
NV_WCDMA_1900_VGA_GAIN_OFFSET_VS_FREQ_I;1144
NV_WCDMA_1900_VGA_GAIN_OFFSET_VS_TEMP_I;1145
NV_WCDMA_1900_LNA_RANGE_RISE_2_I;1146
NV_WCDMA_1900_LNA_RANGE_RISE_3_I;1147
NV_WCDMA_1900_LNA_RANGE_FALL_2_I;1148
NV_WCDMA_1900_LNA_RANGE_FALL_3_I;1149
NV_WCDMA_1900_IM_LEVEL_2_I;1150
NV_WCDMA_1900_IM_LEVEL_3_I;1151
NV_WCDMA_1900_LNA_RANGE_OFFSET_2_I;1152
NV_WCDMA_1900_LNA_RANGE_OFFSET_3_I;1153
NV_WCDMA_1900_LNA_OFFSET_VS_FREQ_2_I;1154
NV_WCDMA_1900_LNA_OFFSET_VS_FREQ_3_I;1155
NV_WCDMA_1900_IM2_I_VALUE_I;1156
NV_WCDMA_1900_MAX_TX_POWER_I;1161
NV_WCDMA_1900_LNA_RANGE_RISE_I;1163
NV_WCDMA_1900_LNA_RANGE_FALL_I;1164
NV_WCDMA_1900_IM_LEVEL_I;1165
NV_WCDMA_1900_NONBYPASS_TIMER_I;1166
NV_WCDMA_1900_BYPASS_TIMER_I;1167
NV_WCDMA_1900_LNA_RANGE_OFFSET_I;1168
NV_WCDMA_1900_LNA_OFFSET_VS_FREQ_I;1169
NV_WCDMA_1900_TX_LIN_MASTER_0_I;1173
NV_WCDMA_1900_TX_LIN_MASTER_1_I;1174
NV_WCDMA_1900_TX_COMP_VS_FREQ_0_I;1175
NV_WCDMA_1900_TX_COMP_VS_FREQ_1_I;1176
NV_WCDMA_1900_R1_RISE_I;1181
NV_WCDMA_1900_R1_FALL_I;1182
NV_WCDMA_1900_TX_LIM_VS_TEMP_I;1183
NV_WCDMA_1900_TX_LIM_VS_FREQ_I;1184
NV_WCDMA_1900_EXP_HDET_VS_AGC_I;1186
NV_WCDMA_1900_HDET_OFF_I;1187
NV_WCDMA_1900_HDET_SPN_I;1188
NV_WCDMA_1900_ENC_BTF_I;1189
NV_RPLMNACT_I;1190
NV_WCDMA_AGC_PA_ON_RISE_DELAY_I;1196
NV_WCDMA_AGC_PA_ON_FALL_DELAY_I;1197
NV_WCDMA_AGC_TX_ON_RISE_DELAY_I;1198
NV_WCDMA_AGC_TX_ON_FALL_DELAY_I;1199
NV_WCDMA_AGC_UPDATE_TX_AGC_TIME_I;1200
NV_WCDMA_1900_AGC_PA_ON_RISE_DELAY_I;1201
NV_WCDMA_1900_AGC_PA_ON_FALL_DELAY_I;1202
NV_WCDMA_1900_AGC_TX_ON_RISE_DELAY_I;1203
NV_WCDMA_1900_AGC_TX_ON_FALL_DELAY_I;1204
NV_WCDMA_1900_AGC_UPDATE_TX_AGC_TIME_I;1205
NV_GSM_PA_TEMP_COMP_INDEX_00_I;1273
NV_GSM_PA_TEMP_COMP_INDEX_01_I;1274
NV_GSM_PA_TEMP_COMP_INDEX_02_I;1275
NV_GSM_PA_TEMP_COMP_INDEX_11_I;1284
NV_GSM_PA_TEMP_COMP_INDEX_12_I;1285
NV_DCS_PA_TEMP_COMP_INDEX_00_I;1287
NV_DCS_PA_TEMP_COMP_INDEX_01_I;1288
NV_DCS_PA_TEMP_COMP_INDEX_02_I;1289
NV_DCS_PA_TEMP_COMP_INDEX_10_I;1297
NV_DCS_PA_TEMP_COMP_INDEX_11_I;1298
NV_DCS_PA_TEMP_COMP_INDEX_12_I;1299
NV_GSM_850_PA_TEMP_COMP_INDEX_12_I;1324
NV_GSM_1900_PA_TEMP_COMP_INDEX_00_I;1326
NV_GSM_1900_PA_TEMP_COMP_INDEX_01_I;1327
NV_GSM_1900_PA_TEMP_COMP_INDEX_02_I;1328
NV_GSM_1900_PA_TEMP_COMP_INDEX_10_I;1336
NV_GSM_1900_PA_TEMP_COMP_INDEX_11_I;1337
NV_GSM_1900_PA_TEMP_COMP_INDEX_12_I;1338
NV_DTMF_I;1344
NV_WCDMA_PA_GAIN_UP_TIME_I;1347
NV_WCDMA_PA_GAIN_DOWN_TIME_I;1348
NV_WCDMA_TX_ROT_ANGLE_PA_STATE_00_I;1795
NV_WCDMA_TX_ROT_ANGLE_PA_STATE_01_I;1796
NV_WCDMA_TX_ROT_ANGLE_PA_STATE_10_I;1797
NV_WCDMA_TX_ROT_ANGLE_PA_STATE_11_I;1798
NV_PA_COMPENSATE_UP_I;1801
NV_PA_COMPENSATE_DOWN_I;1802
NV_WCDMA_800_VGA_GAIN_OFFSET_I;1814
NV_WCDMA_800_VGA_GAIN_OFFSET_VS_FREQ_I;1815
NV_WCDMA_800_LNA_RANGE_RISE_2_I;1817
NV_WCDMA_800_LNA_RANGE_RISE_3_I;1818
NV_WCDMA_800_LNA_RANGE_FALL_2_I;1819
NV_WCDMA_800_LNA_RANGE_FALL_3_I;1820
NV_WCDMA_800_IM_LEVEL_2_I;1821
NV_WCDMA_800_IM_LEVEL_3_I;1822
NV_WCDMA_800_LNA_RANGE_OFFSET_2_I;1823
NV_WCDMA_800_LNA_RANGE_OFFSET_3_I;1824
NV_WCDMA_800_LNA_OFFSET_VS_FREQ_2_I;1825
NV_WCDMA_800_LNA_OFFSET_VS_FREQ_3_I;1826
NV_WCDMA_800_IM2_I_VALUE_I;1827
NV_WCDMA_800_IM2_Q_VALUE_I;1828
NV_WCDMA_800_IM2_TRANSCONDUCTOR_VALUE_I;1829
NV_WCDMA_800_RX_AGC_MIN_2_I;1830
NV_WCDMA_800_RX_AGC_MIN_3_I;1831
NV_WCDMA_800_MAX_TX_POWER_I;1832
NV_WCDMA_800_LNA_RANGE_RISE_I;1834
NV_WCDMA_800_LNA_RANGE_FALL_I;1835
NV_WCDMA_800_IM_LEVEL_I;1836
NV_WCDMA_800_NONBYPASS_TIMER_I;1837
NV_WCDMA_800_BYPASS_TIMER_I;1838
NV_WCDMA_800_LNA_RANGE_OFFSET_I;1839
